publication_info_title,study_meta_data_canonical_name,study_meta_data_genus_or_above,study_meta_data_taxonomic_rank,study_meta_data_taxon_id,time_series_data_sample_start_date,time_series_data_sample_start_time,time_series_data_sample_end_date,time_series_data_sample_end_time,time_series_data_sample_value,study_meta_data_measurement_unit,study_meta_data_value_transform,time_series_data_sample_sex,time_series_data_sample_stage,time_series_data_sample_location,time_series_data_sample_collection_area,time_series_data_sample_lat_dd,time_series_data_sample_long_dd,time_series_data_sample_environment,time_series_data_additional_location_info,time_series_data_additional_sample_info,time_series_data_sample_name,study_meta_data_species_id_method,study_meta_data_study_design,study_meta_data_sampling_strategy,study_meta_data_sampling_method,study_meta_data_sampling_protocol,study_meta_data_location_description,gaul_admin_layers_adm2_name,gaul_admin_layers_adm1_name,gaul_admin_layers_adm0_name,gaul_admin_layers_geo_id,study_meta_data_geo_datum,study_meta_data_gps_obfuscation_info,publication_info_description,publication_info_collection_author_id,publication_info_collection_author_name,publication_info_dataset_citation,publication_info_publication_citation,publication_info_url,publication_info_contact_name,publication_info_contact_affiliation,publication_info_email,publication_info_orcid,publication_info_dataset_license
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2014",Aedes aegypti,Aedes,SPECIES,1651891,,,2014-06-10,,0,,,female,adult,Saint Johns County,,29.8898,-81.333,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288599,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2014",Aedes aegypti,Aedes,SPECIES,1651891,,,2014-08-19,,0,,,female,adult,Saint Johns County,,29.8898,-81.333,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288599,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2014",Aedes aegypti,Aedes,SPECIES,1651891,,,2014-05-20,,0,,,female,adult,Saint Johns County,,29.8898,-81.333,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288599,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2014",Aedes aegypti,Aedes,SPECIES,1651891,,,2014-07-22,,0,,,female,adult,Saint Johns County,,29.8898,-81.333,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288599,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2014",Aedes aegypti,Aedes,SPECIES,1651891,,,2014-06-24,,0,,,female,adult,Saint Johns County,,29.8898,-81.333,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288599,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2014",Aedes aegypti,Aedes,SPECIES,1651891,,,2014-09-17,,0,,,female,adult,Saint Johns County,,29.8898,-81.333,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288599,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2014",Aedes aegypti,Aedes,SPECIES,1651891,,,2014-10-28,,0,,,female,adult,Saint Johns County,,29.8898,-81.333,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288599,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2014",Aedes aegypti,Aedes,SPECIES,1651891,,,2014-05-13,,0,,,female,adult,Saint Johns County,,29.8898,-81.333,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288599,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2014",Aedes aegypti,Aedes,SPECIES,1651891,,,2014-07-29,,0,,,female,adult,Saint Johns County,,29.8898,-81.333,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288599,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2014",Aedes aegypti,Aedes,SPECIES,1651891,,,2014-06-18,,0,,,female,adult,Saint Johns County,,29.8898,-81.333,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288599,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2014",Aedes aegypti,Aedes,SPECIES,1651891,,,2014-10-14,,0,,,female,adult,Saint Johns County,,29.8898,-81.333,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288599,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2014",Aedes aegypti,Aedes,SPECIES,1651891,,,2014-10-01,,0,,,female,adult,Saint Johns County,,29.8898,-81.333,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288599,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2014",Aedes aegypti,Aedes,SPECIES,1651891,,,2014-10-07,,0,,,female,adult,Saint Johns County,,29.8898,-81.333,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288599,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2014",Aedes aegypti,Aedes,SPECIES,1651891,,,2014-11-18,,0,,,female,adult,Saint Johns County,,29.8898,-81.333,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288599,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2014",Aedes aegypti,Aedes,SPECIES,1651891,,,2014-07-08,,0,,,female,adult,Saint Johns County,,29.8898,-81.333,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288599,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2014",Aedes aegypti,Aedes,SPECIES,1651891,,,2014-11-05,,0,,,female,adult,Saint Johns County,,29.8898,-81.333,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288599,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2014",Aedes aegypti,Aedes,SPECIES,1651891,,,2014-08-12,,0,,,female,adult,Saint Johns County,,29.8898,-81.333,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288599,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2014",Aedes aegypti,Aedes,SPECIES,1651891,,,2014-09-03,,0,,,female,adult,Saint Johns County,,29.8898,-81.333,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288599,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2014",Aedes aegypti,Aedes,SPECIES,1651891,,,2014-09-03,,0,,,female,adult,Saint Johns County,,29.8932,-81.3352,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288599,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2014",Aedes aegypti,Aedes,SPECIES,1651891,,,2014-09-17,,0,,,female,adult,Saint Johns County,,29.8932,-81.3352,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288599,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2014",Aedes aegypti,Aedes,SPECIES,1651891,,,2014-06-10,,0,,,female,adult,Saint Johns County,,29.8932,-81.3352,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288599,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2014",Aedes aegypti,Aedes,SPECIES,1651891,,,2014-10-14,,0,,,female,adult,Saint Johns County,,29.8932,-81.3352,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288599,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2014",Aedes aegypti,Aedes,SPECIES,1651891,,,2014-06-24,,0,,,female,adult,Saint Johns County,,29.8932,-81.3352,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288599,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2014",Aedes aegypti,Aedes,SPECIES,1651891,,,2014-10-21,,0,,,female,adult,Saint Johns County,,29.8932,-81.3352,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288599,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2014",Aedes aegypti,Aedes,SPECIES,1651891,,,2014-07-08,,0,,,female,adult,Saint Johns County,,29.8932,-81.3352,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288599,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2014",Aedes aegypti,Aedes,SPECIES,1651891,,,2014-10-28,,0,,,female,adult,Saint Johns County,,29.8932,-81.3352,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288599,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2014",Aedes aegypti,Aedes,SPECIES,1651891,,,2014-07-29,,0,,,female,adult,Saint Johns County,,29.8932,-81.3352,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288599,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2014",Aedes aegypti,Aedes,SPECIES,1651891,,,2014-07-01,,0,,,female,adult,Saint Johns County,,29.8932,-81.3352,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288599,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2014",Aedes aegypti,Aedes,SPECIES,1651891,,,2014-05-28,,0,,,female,adult,Saint Johns County,,29.8932,-81.3352,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288599,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2014",Aedes aegypti,Aedes,SPECIES,1651891,,,2014-07-22,,0,,,female,adult,Saint Johns County,,29.8932,-81.3352,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288599,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2014",Aedes aegypti,Aedes,SPECIES,1651891,,,2014-10-07,,0,,,female,adult,Saint Johns County,,29.8932,-81.3352,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288599,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2014",Aedes aegypti,Aedes,SPECIES,1651891,,,2014-05-13,,0,,,female,adult,Saint Johns County,,29.8932,-81.3352,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288599,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2014",Aedes aegypti,Aedes,SPECIES,1651891,,,2014-11-05,,0,,,female,adult,Saint Johns County,,29.8932,-81.3352,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288599,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2014",Aedes aegypti,Aedes,SPECIES,1651891,,,2014-05-20,,0,,,female,adult,Saint Johns County,,29.8932,-81.3352,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288599,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2014",Aedes aegypti,Aedes,SPECIES,1651891,,,2014-06-18,,0,,,female,adult,Saint Johns County,,29.8932,-81.3352,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288599,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2014",Aedes aegypti,Aedes,SPECIES,1651891,,,2014-07-15,,0,,,female,adult,Saint Johns County,,29.8932,-81.3352,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288599,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2014",Aedes aegypti,Aedes,SPECIES,1651891,,,2014-10-01,,0,,,female,adult,Saint Johns County,,29.8932,-81.3352,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288599,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2014",Aedes aegypti,Aedes,SPECIES,1651891,,,2014-06-03,,0,,,female,adult,Saint Johns County,,29.8932,-81.3352,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288599,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2014",Aedes aegypti,Aedes,SPECIES,1651891,,,2014-11-18,,0,,,female,adult,Saint Johns County,,29.8932,-81.3352,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288599,,,Richard Weaver;Weaver R.,,,,CC BY
"Mosquito surveillance in Anastasia (BG-Sentinel), Saint Johns County, Florida, USA. 2014",Aedes aegypti,Aedes,SPECIES,1651891,,,2014-08-12,,0,,,female,adult,Saint Johns County,,29.8932,-81.3352,,,,,,,,no data,BG-Sentinel trap,Saint Johns County,St. Johns,Florida,United States of America,29055,,,Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations.,7,"Saint Johns County, Florida, USA",DOI:10.5281/zenodo.1288599,,,Richard Weaver;Weaver R.,,,,CC BY
